customer_id,full_name,email,region,signup_date,lifetime_value,segment
CUST-000291,Yara Adler,yara.adler@example.com,EMEA,2025-08-16,2347.34,smb
CUST-000292,Jonas Toivonen,jonas.toivonen@example.org,APAC,2022-09-14,17666.03,midmarket
CUST-000293,Lars Halvorsen,lars.halvorsen@example.com,APAC,2021-11-21,12013.76,midmarket
CUST-000294,Piet Schneider,piet.schneider@example.com,APAC,2025-01-16,15054.51,midmarket
CUST-000295,Zoran Bergmann,zoran.bergmann@example.org,APAC,2024-12-10,17768.79,enterprise
CUST-000296,Sven Eriksen,sven.eriksen@example.net,AMER,2025-12-09,994.44,smb
CUST-000297,Olga Adler,olga.adler@example.net,EMEA,2021-05-31,17202.44,midmarket
CUST-000298,Wim Eriksen,wim.eriksen@example.org,APAC,2022-05-15,53460.45,enterprise
CUST-000299,Quinn Ivanov,quinn.ivanov@example.org,APAC,2022-10-13,17386.63,midmarket
CUST-000300,Yara Vermeer,yara.vermeer@example.com,APAC,2021-09-17,11389.32,enterprise
CUST-000301,Elif Olsen,elif.olsen@example.net,EMEA,2023-06-04,769.07,smb
CUST-000302,Quinn Petrov,quinn.petrov@example.com,EMEA,2021-07-05,52138.12,enterprise
CUST-000303,Piet Schneider,piet.schneider@example.org,AMER,2024-11-10,1597.54,smb
CUST-000304,Hugo Lindqvist,hugo.lindqvist@example.com,EMEA,2025-04-09,1247.95,smb
CUST-000305,Ulrich Petrov,ulrich.petrov@example.com,EMEA,2023-11-24,12310.32,midmarket
CUST-000306,Greta Eriksen,greta.eriksen@example.net,EMEA,2025-12-20,2178.54,smb
CUST-000307,Greta Novak,greta.novak@example.net,EMEA,2025-02-24,14687.95,midmarket
CUST-000308,Kira Eriksen,kira.eriksen@example.net,EMEA,2022-07-27,12308.96,midmarket
CUST-000309,Piet Rossi,piet.rossi@example.net,APAC,2024-07-06,14603.70,midmarket
CUST-000310,Sven Vermeer,sven.vermeer@example.org,APAC,2022-08-18,39117.61,enterprise
CUST-000311,Nils Falk,nils.falk@example.net,AMER,2023-12-19,68379.61,enterprise
CUST-000312,Maja Novak,maja.novak@example.com,EMEA,2024-04-30,1164.94,smb
CUST-000313,Maja Petrov,maja.petrov@example.net,AMER,2022-06-05,565.63,smb
CUST-000314,Piet Rossi,piet.rossi@example.org,APAC,2025-06-12,14328.10,midmarket
CUST-000315,Wim Schneider,wim.schneider@example.org,AMER,2022-11-16,2772.54,smb
CUST-000316,Bruno Cordova,bruno.cordova@example.org,EMEA,2025-02-19,1974.26,smb
CUST-000317,Olga Jansen,olga.jansen@example.com,EMEA,2025-11-25,6413.99,midmarket
CUST-000318,Dmitri Moreau,dmitri.moreau@example.com,AMER,2021-08-23,997.32,smb
CUST-000319,Zoran Dahl,zoran.dahl@example.net,AMER,2021-02-28,16980.38,midmarket
CUST-000320,Yara Lindqvist,yara.lindqvist@example.com,EMEA,2025-06-04,6876.13,midmarket
CUST-000321,Lars Toivonen,lars.toivonen@example.com,EMEA,2022-06-20,12247.27,midmarket
CUST-000322,Yara Toivonen,yara.toivonen@example.com,EMEA,2021-04-28,56566.73,enterprise
CUST-000323,Hugo Lindqvist,hugo.lindqvist@example.net,APAC,2025-06-11,16780.64,midmarket
CUST-000324,Elif Toivonen,elif.toivonen@example.com,APAC,2022-06-05,30472.28,enterprise
CUST-000325,Olga Cordova,olga.cordova@example.org,APAC,2023-12-23,7185.35,midmarket
CUST-000326,Maja Kowalski,maja.kowalski@example.com,AMER,2022-04-25,516.85,smb
CUST-000327,Quinn Rossi,quinn.rossi@example.com,AMER,2021-07-30,2745.17,smb
CUST-000328,Zoran Ivanov,zoran.ivanov@example.com,EMEA,2025-02-04,2614.89,smb
CUST-000329,Bruno Schneider,bruno.schneider@example.com,EMEA,2022-05-10,2813.58,smb
CUST-000330,Tessa Eriksen,tessa.eriksen@example.com,APAC,2023-10-04,64787.39,enterprise
CUST-000331,Yara Halvorsen,yara.halvorsen@example.org,EMEA,2024-09-22,15022.92,enterprise
CUST-000332,Carla Ivanov,carla.ivanov@example.org,APAC,2025-06-18,59078.33,enterprise
CUST-000333,Sven Olsen,sven.olsen@example.net,EMEA,2024-12-10,8706.62,midmarket
CUST-000334,Zoran Novak,zoran.novak@example.net,APAC,2025-07-03,1457.17,smb
CUST-000335,Dmitri Novak,dmitri.novak@example.com,APAC,2021-04-28,911.49,smb
CUST-000336,Vera Olsen,vera.olsen@example.net,AMER,2022-04-05,1068.48,smb
CUST-000337,Ulrich Ivanov,ulrich.ivanov@example.com,APAC,2023-08-26,76727.21,enterprise
CUST-000338,Rosa Moreau,rosa.moreau@example.com,EMEA,2022-07-11,1894.32,smb
CUST-000339,Tessa Eriksen,tessa.eriksen@example.net,AMER,2022-09-06,48751.95,enterprise
CUST-000340,Greta Dahl,greta.dahl@example.net,EMEA,2022-11-08,12837.51,enterprise
CUST-000341,Greta Cordova,greta.cordova@example.org,EMEA,2022-06-30,70930.64,enterprise
CUST-000342,Kira Cordova,kira.cordova@example.net,EMEA,2024-12-06,1479.74,smb
CUST-000343,Nils Ivanov,nils.ivanov@example.org,EMEA,2021-08-13,637.30,smb
CUST-000344,Jonas Novak,jonas.novak@example.org,APAC,2024-04-04,74321.44,enterprise
CUST-000345,Alina Gruber,alina.gruber@example.com,AMER,2021-02-04,9557.95,midmarket
CUST-000346,Carla Novak,carla.novak@example.com,EMEA,2022-12-15,14880.08,midmarket
CUST-000347,Jonas Dahl,jonas.dahl@example.net,EMEA,2022-01-07,18321.80,enterprise
CUST-000348,Ines Ivanov,ines.ivanov@example.net,EMEA,2023-05-23,1070.10,smb
CUST-000349,Yara Eriksen,yara.eriksen@example.com,EMEA,2023-05-31,2655.46,smb
CUST-000350,Kira Kowalski,kira.kowalski@example.net,APAC,2025-07-30,3967.24,midmarket
CUST-000351,Vera Falk,vera.falk@example.org,AMER,2024-11-30,13225.09,midmarket
CUST-000352,Elif Falk,elif.falk@example.net,EMEA,2021-08-28,17237.98,midmarket
CUST-000353,Bruno Petrov,bruno.petrov@example.net,AMER,2021-09-04,41758.77,enterprise
CUST-000354,Nils Petrov,nils.petrov@example.org,EMEA,2022-01-03,2139.03,smb
CUST-000355,Nils Falk,nils.falk@example.net,APAC,2021-05-08,36983.50,enterprise
CUST-000356,Elif Petrov,elif.petrov@example.net,EMEA,2022-02-07,8002.36,enterprise
CUST-000357,Wim Petrov,wim.petrov@example.com,AMER,2025-06-23,20578.93,enterprise
CUST-000358,Olga Gruber,olga.gruber@example.net,AMER,2023-10-11,11054.33,midmarket
CUST-000359,Olga Halvorsen,olga.halvorsen@example.org,EMEA,2025-07-19,1160.33,smb
CUST-000360,Jonas Adler,jonas.adler@example.com,APAC,2024-02-24,1648.48,smb
CUST-000361,Wim Dahl,wim.dahl@example.net,AMER,2023-02-15,5433.08,midmarket
CUST-000362,Wim Halvorsen,wim.halvorsen@example.net,AMER,2025-03-05,13290.42,midmarket
CUST-000363,Elif Ivanov,elif.ivanov@example.net,APAC,2024-06-27,2043.75,smb
CUST-000364,Sven Cordova,sven.cordova@example.net,AMER,2023-09-19,50264.83,enterprise
CUST-000365,Dmitri Adler,dmitri.adler@example.net,APAC,2025-04-10,76957.40,enterprise
CUST-000366,Hugo Halvorsen,hugo.halvorsen@example.net,EMEA,2021-09-05,1265.91,smb
CUST-000367,Kira Moreau,kira.moreau@example.net,APAC,2022-06-12,2453.04,smb
CUST-000368,Ines Gruber,ines.gruber@example.org,EMEA,2025-04-27,2261.04,smb
CUST-000369,Wim Vermeer,wim.vermeer@example.org,AMER,2025-08-18,50404.22,enterprise
CUST-000370,Bruno Moreau,bruno.moreau@example.net,APAC,2025-11-13,13601.93,midmarket
CUST-000371,Elif Moreau,elif.moreau@example.com,EMEA,2025-04-15,16760.45,enterprise
CUST-000372,Wim Ivanov,wim.ivanov@example.org,APAC,2022-11-14,50240.27,enterprise
CUST-000373,Ines Eriksen,ines.eriksen@example.net,AMER,2023-02-01,13540.99,midmarket
CUST-000374,Zoran Toivonen,zoran.toivonen@example.com,AMER,2024-05-21,10834.97,midmarket
CUST-000375,Jonas Vermeer,jonas.vermeer@example.com,APAC,2023-10-09,16328.90,midmarket
CUST-000376,Greta Novak,greta.novak@example.com,APAC,2025-07-12,1194.52,smb
CUST-000377,Vera Bergmann,vera.bergmann@example.com,APAC,2024-02-06,2364.23,smb
CUST-000378,Jonas Dahl,jonas.dahl@example.net,AMER,2024-02-28,68136.46,enterprise
CUST-000379,Hugo Falk,hugo.falk@example.com,AMER,2025-05-23,18336.64,enterprise
CUST-000380,Ulrich Lindqvist,ulrich.lindqvist@example.net,EMEA,2023-01-03,11256.72,midmarket
CUST-000381,Vera Ivanov,vera.ivanov@example.org,EMEA,2021-09-27,1122.45,smb
CUST-000382,Rosa Jansen,rosa.jansen@example.com,AMER,2023-03-18,2841.55,smb
CUST-000383,Kira Ivanov,kira.ivanov@example.com,EMEA,2025-07-15,63285.52,enterprise
CUST-000384,Bruno Novak,bruno.novak@example.com,EMEA,2024-10-06,14451.23,midmarket
CUST-000385,Jonas Vermeer,jonas.vermeer@example.org,AMER,2024-10-08,2830.27,smb
CUST-000386,Ulrich Vermeer,ulrich.vermeer@example.org,EMEA,2025-02-28,71647.59,enterprise
CUST-000387,Kira Lindqvist,kira.lindqvist@example.net,APAC,2024-02-12,10729.86,midmarket
CUST-000388,Ulrich Jansen,ulrich.jansen@example.org,AMER,2024-09-26,1327.71,smb
CUST-000389,Quinn Halvorsen,quinn.halvorsen@example.org,AMER,2024-02-26,3458.55,midmarket
CUST-000390,Ines Gruber,ines.gruber@example.net,AMER,2024-06-25,1942.96,smb
CUST-000391,Olga Gruber,olga.gruber@example.com,APAC,2025-12-21,25591.51,enterprise
CUST-000392,Yara Schneider,yara.schneider@example.com,AMER,2023-03-08,63607.18,enterprise
CUST-000393,Quinn Eriksen,quinn.eriksen@example.org,APAC,2024-12-21,20604.37,enterprise
CUST-000394,Zoran Gruber,zoran.gruber@example.org,AMER,2022-11-04,1543.82,smb
CUST-000395,Greta Adler,greta.adler@example.com,EMEA,2023-06-28,1704.07,smb
CUST-000396,Sven Olsen,sven.olsen@example.com,AMER,2022-02-22,14037.49,midmarket
CUST-000397,Alina Toivonen,alina.toivonen@example.org,APAC,2022-07-02,2528.81,smb
CUST-000398,Bruno Schneider,bruno.schneider@example.com,APAC,2025-06-04,9468.47,midmarket
CUST-000399,Elif Kowalski,elif.kowalski@example.com,EMEA,2025-09-12,52085.49,enterprise
CUST-000400,Tessa Adler,tessa.adler@example.com,APAC,2021-04-14,1772.55,smb
CUST-000401,Sven Eriksen,sven.eriksen@example.com,AMER,2021-02-09,13922.72,midmarket
CUST-000402,Ulrich Novak,ulrich.novak@example.net,APAC,2021-11-15,13550.43,midmarket
CUST-000403,Alina Rossi,alina.rossi@example.com,APAC,2023-11-10,2719.06,smb
CUST-000404,Jonas Kowalski,jonas.kowalski@example.com,EMEA,2025-01-23,2422.21,smb
CUST-000405,Kira Schneider,kira.schneider@example.net,APAC,2022-08-04,62718.11,enterprise
CUST-000406,Elif Halvorsen,elif.halvorsen@example.com,AMER,2021-07-23,971.55,smb
CUST-000407,Kira Falk,kira.falk@example.org,AMER,2022-02-17,40621.54,enterprise
CUST-000408,Yara Schneider,yara.schneider@example.net,APAC,2023-09-28,8805.24,midmarket
CUST-000409,Maja Jansen,maja.jansen@example.com,EMEA,2022-12-29,6572.94,midmarket
CUST-000410,Greta Kowalski,greta.kowalski@example.org,AMER,2024-12-03,4355.64,midmarket
CUST-000411,Lars Falk,lars.falk@example.net,APAC,2021-07-22,57037.18,enterprise
CUST-000412,Rosa Petrov,rosa.petrov@example.com,APAC,2024-11-21,8914.50,midmarket
CUST-000413,Alina Kowalski,alina.kowalski@example.org,AMER,2024-06-23,51290.52,enterprise
CUST-000414,Wim Halvorsen,wim.halvorsen@example.org,APAC,2025-12-22,3611.15,midmarket
CUST-000415,Dmitri Schneider,dmitri.schneider@example.net,AMER,2023-06-28,2026.06,smb
CUST-000416,Greta Vermeer,greta.vermeer@example.org,AMER,2023-06-19,2926.29,smb
CUST-000417,Greta Novak,greta.novak@example.org,APAC,2025-03-22,23940.08,enterprise
CUST-000418,Hugo Falk,hugo.falk@example.com,AMER,2021-06-29,12084.53,midmarket
CUST-000419,Rosa Lindqvist,rosa.lindqvist@example.com,APAC,2021-09-29,33738.82,enterprise
CUST-000420,Elif Schneider,elif.schneider@example.org,AMER,2023-08-16,16552.87,midmarket
CUST-000421,Yara Olsen,yara.olsen@example.com,EMEA,2025-03-28,1394.70,smb
CUST-000422,Rosa Toivonen,rosa.toivonen@example.net,APAC,2022-07-06,20831.68,enterprise
CUST-000423,Alina Jansen,alina.jansen@example.org,APAC,2023-10-06,2432.34,smb
CUST-000424,Alina Halvorsen,alina.halvorsen@example.org,EMEA,2021-08-24,2808.57,smb
CUST-000425,Kira Lindqvist,kira.lindqvist@example.com,APAC,2022-11-15,15433.84,midmarket
CUST-000426,Jonas Moreau,jonas.moreau@example.net,AMER,2021-03-23,13863.90,enterprise
CUST-000427,Carla Adler,carla.adler@example.com,AMER,2023-05-26,1561.79,smb
CUST-000428,Piet Petrov,piet.petrov@example.com,AMER,2022-07-05,20598.98,enterprise
CUST-000429,Kira Petrov,kira.petrov@example.net,EMEA,2025-11-06,1614.24,smb
CUST-000430,Hugo Adler,hugo.adler@example.net,AMER,2023-12-06,4569.12,midmarket
CUST-000431,Quinn Jansen,quinn.jansen@example.com,APAC,2025-05-01,616.93,smb
CUST-000432,Greta Olsen,greta.olsen@example.org,EMEA,2025-03-21,2972.54,smb
CUST-000433,Piet Cordova,piet.cordova@example.com,EMEA,2021-07-27,12764.32,midmarket
CUST-000434,Sven Lindqvist,sven.lindqvist@example.org,APAC,2024-12-29,63290.58,enterprise
CUST-000435,Vera Falk,vera.falk@example.org,AMER,2022-09-17,994.75,smb
CUST-000436,Greta Falk,greta.falk@example.org,AMER,2022-03-07,35392.35,enterprise
CUST-000437,Greta Novak,greta.novak@example.net,AMER,2024-09-23,61507.68,enterprise
CUST-000438,Alina Halvorsen,alina.halvorsen@example.net,APAC,2025-04-03,2025.07,midmarket
CUST-000439,Elif Toivonen,elif.toivonen@example.net,APAC,2022-01-17,3536.73,midmarket
CUST-000440,Hugo Adler,hugo.adler@example.org,APAC,2025-01-21,9991.39,midmarket
CUST-000441,Carla Eriksen,carla.eriksen@example.com,AMER,2021-07-01,64382.66,enterprise
CUST-000442,Jonas Toivonen,jonas.toivonen@example.com,EMEA,2022-09-01,1391.64,smb
CUST-000443,Elif Eriksen,elif.eriksen@example.com,APAC,2021-12-18,932.70,smb
CUST-000444,Alina Cordova,alina.cordova@example.com,AMER,2025-06-10,1235.51,smb
CUST-000445,Farid Petrov,farid.petrov@example.org,AMER,2024-09-18,891.87,smb
CUST-000446,Zoran Rossi,zoran.rossi@example.net,AMER,2022-10-14,3300.00,midmarket
CUST-000447,Ulrich Vermeer,ulrich.vermeer@example.net,APAC,2021-07-16,1038.95,smb
CUST-000448,Sven Kowalski,sven.kowalski@example.net,AMER,2023-09-10,10518.95,midmarket
CUST-000449,Alina Rossi,alina.rossi@example.org,EMEA,2022-11-18,46835.60,enterprise
CUST-000450,Nils Schneider,nils.schneider@example.com,APAC,2024-11-02,525.59,smb
CUST-000451,Bruno Gruber,bruno.gruber@example.net,APAC,2024-06-22,8249.29,enterprise
CUST-000452,Ulrich Falk,ulrich.falk@example.org,APAC,2025-01-12,481.99,smb
CUST-000453,Jonas Halvorsen,jonas.halvorsen@example.com,EMEA,2024-09-16,10732.60,midmarket
CUST-000454,Rosa Jansen,rosa.jansen@example.com,APAC,2021-12-13,4611.44,midmarket
CUST-000455,Lars Adler,lars.adler@example.org,AMER,2022-03-13,492.35,smb
CUST-000456,Ines Rossi,ines.rossi@example.net,AMER,2024-05-21,14810.72,midmarket
CUST-000457,Quinn Vermeer,quinn.vermeer@example.org,APAC,2022-08-22,1559.18,smb
CUST-000458,Greta Schneider,greta.schneider@example.org,AMER,2025-12-17,5206.84,midmarket
CUST-000459,Ulrich Ivanov,ulrich.ivanov@example.com,EMEA,2024-08-10,4937.53,midmarket
CUST-000460,Piet Toivonen,piet.toivonen@example.org,APAC,2024-03-27,889.88,smb
CUST-000461,Alina Ivanov,alina.ivanov@example.net,APAC,2024-12-02,16368.73,midmarket
CUST-000462,Farid Eriksen,farid.eriksen@example.org,APAC,2023-10-02,3053.51,midmarket
CUST-000463,Zoran Schneider,zoran.schneider@example.com,APAC,2021-09-07,13405.97,midmarket
CUST-000464,Greta Halvorsen,greta.halvorsen@example.com,EMEA,2025-01-01,2252.82,smb
CUST-000465,Vera Dahl,vera.dahl@example.org,AMER,2024-07-07,2462.57,smb
CUST-000466,Dmitri Vermeer,dmitri.vermeer@example.com,EMEA,2021-09-12,917.15,smb
CUST-000467,Wim Jansen,wim.jansen@example.org,EMEA,2024-01-01,50474.19,enterprise
CUST-000468,Vera Dahl,vera.dahl@example.org,APAC,2022-04-11,53729.97,enterprise
CUST-000469,Zoran Lindqvist,zoran.lindqvist@example.net,EMEA,2022-07-09,8178.17,midmarket
CUST-000470,Ulrich Olsen,ulrich.olsen@example.com,EMEA,2024-07-30,49167.20,enterprise
CUST-000471,Wim Adler,wim.adler@example.org,AMER,2021-09-19,2656.05,smb
CUST-000472,Elif Kowalski,elif.kowalski@example.com,EMEA,2024-08-26,12015.88,midmarket
CUST-000473,Maja Vermeer,maja.vermeer@example.org,EMEA,2022-12-02,2221.36,smb
CUST-000474,Vera Lindqvist,vera.lindqvist@example.org,EMEA,2021-10-12,32823.91,enterprise
CUST-000475,Carla Olsen,carla.olsen@example.com,EMEA,2022-03-22,2258.15,smb
CUST-000476,Tessa Kowalski,tessa.kowalski@example.com,AMER,2023-04-17,940.59,smb
CUST-000477,Ulrich Novak,ulrich.novak@example.org,EMEA,2022-06-25,2975.80,smb
CUST-000478,Piet Cordova,piet.cordova@example.net,APAC,2022-08-19,15729.29,midmarket
CUST-000479,Alina Gruber,alina.gruber@example.com,EMEA,2023-12-03,72553.70,enterprise
CUST-000480,Hugo Jansen,hugo.jansen@example.org,AMER,2023-11-11,11570.24,midmarket
CUST-000481,Maja Dahl,maja.dahl@example.com,AMER,2023-06-10,1436.74,smb
CUST-000482,Farid Falk,farid.falk@example.com,EMEA,2024-03-01,16232.57,midmarket
CUST-000483,Quinn Lindqvist,quinn.lindqvist@example.com,APAC,2025-10-24,53737.25,enterprise
CUST-000484,Ines Olsen,ines.olsen@example.net,APAC,2025-01-12,59063.15,enterprise
CUST-000485,Dmitri Moreau,dmitri.moreau@example.org,APAC,2024-03-26,1525.52,smb
CUST-000486,Elif Rossi,elif.rossi@example.org,APAC,2025-09-19,3034.39,midmarket
CUST-000487,Nils Falk,nils.falk@example.com,AMER,2023-03-22,18589.81,enterprise
CUST-000488,Maja Lindqvist,maja.lindqvist@example.net,EMEA,2025-04-07,921.07,smb
CUST-000489,Zoran Olsen,zoran.olsen@example.com,AMER,2023-04-17,14485.83,enterprise
CUST-000490,Ines Adler,ines.adler@example.com,APAC,2024-12-26,746.11,smb
CUST-000491,Rosa Gruber,rosa.gruber@example.com,EMEA,2023-01-23,39927.72,enterprise
CUST-000492,Maja Dahl,maja.dahl@example.com,EMEA,2022-12-13,757.98,smb
CUST-000493,Vera Vermeer,vera.vermeer@example.net,AMER,2022-01-26,1185.77,smb
CUST-000494,Rosa Vermeer,rosa.vermeer@example.com,EMEA,2022-08-18,2466.60,smb
CUST-000495,Piet Olsen,piet.olsen@example.com,AMER,2022-01-31,12832.28,midmarket
CUST-000496,Greta Rossi,greta.rossi@example.com,AMER,2022-01-13,14925.29,midmarket
CUST-000497,Dmitri Bergmann,dmitri.bergmann@example.com,EMEA,2023-12-01,948.92,smb
CUST-000498,Ines Gruber,ines.gruber@example.net,EMEA,2024-11-27,7254.37,midmarket
CUST-000499,Olga Gruber,olga.gruber@example.net,APAC,2022-12-15,1026.86,smb
CUST-000500,Ines Novak,ines.novak@example.org,AMER,2024-09-18,71902.49,enterprise
CUST-000501,Elif Cordova,elif.cordova@example.com,EMEA,2024-07-26,1280.16,smb
CUST-000502,Bruno Cordova,bruno.cordova@example.org,APAC,2022-11-15,31145.40,enterprise
CUST-000503,Yara Halvorsen,yara.halvorsen@example.net,EMEA,2024-04-24,68273.19,enterprise
CUST-000504,Rosa Petrov,rosa.petrov@example.org,APAC,2024-12-08,1424.17,smb
CUST-000505,Hugo Toivonen,hugo.toivonen@example.net,AMER,2022-12-27,4138.48,midmarket
CUST-000506,Ines Novak,ines.novak@example.com,AMER,2024-01-01,9660.20,enterprise
CUST-000507,Wim Jansen,wim.jansen@example.org,AMER,2024-01-03,58079.30,enterprise
CUST-000508,Maja Falk,maja.falk@example.com,APAC,2022-10-22,26861.11,enterprise
CUST-000509,Nils Dahl,nils.dahl@example.com,AMER,2022-04-02,775.39,smb
CUST-000510,Jonas Vermeer,jonas.vermeer@example.net,AMER,2022-01-10,7016.22,midmarket
CUST-000511,Greta Schneider,greta.schneider@example.com,APAC,2024-04-11,58599.85,enterprise
CUST-000512,Hugo Bergmann,hugo.bergmann@example.net,AMER,2024-11-20,8228.74,enterprise
CUST-000513,Alina Gruber,alina.gruber@example.net,AMER,2024-11-10,1668.85,smb
CUST-000514,Lars Olsen,lars.olsen@example.net,AMER,2024-11-02,12112.22,midmarket
CUST-000515,Piet Schneider,piet.schneider@example.org,EMEA,2023-02-01,51022.58,enterprise
CUST-000516,Greta Ivanov,greta.ivanov@example.com,EMEA,2022-10-29,6398.51,midmarket
CUST-000517,Kira Novak,kira.novak@example.org,APAC,2023-02-10,3738.58,midmarket
CUST-000518,Quinn Adler,quinn.adler@example.org,EMEA,2021-02-17,12156.59,midmarket
CUST-000519,Maja Rossi,maja.rossi@example.org,EMEA,2021-08-13,17610.62,midmarket
CUST-000520,Ines Petrov,ines.petrov@example.com,AMER,2022-07-25,56749.90,enterprise
CUST-000521,Jonas Petrov,jonas.petrov@example.org,APAC,2025-05-29,1070.25,smb
CUST-000522,Farid Dahl,farid.dahl@example.org,APAC,2023-09-23,13435.04,midmarket
CUST-000523,Maja Kowalski,maja.kowalski@example.com,EMEA,2023-11-02,6004.92,midmarket
CUST-000524,Sven Rossi,sven.rossi@example.net,EMEA,2023-08-03,2107.92,smb
CUST-000525,Tessa Olsen,tessa.olsen@example.com,EMEA,2023-11-30,49784.35,enterprise
CUST-000526,Tessa Schneider,tessa.schneider@example.com,APAC,2025-01-10,67058.40,enterprise
CUST-000527,Zoran Falk,zoran.falk@example.com,AMER,2025-08-20,69413.94,enterprise
CUST-000528,Wim Gruber,wim.gruber@example.net,APAC,2022-12-29,2004.22,midmarket
CUST-000529,Bruno Gruber,bruno.gruber@example.com,AMER,2024-08-15,75551.88,enterprise
CUST-000530,Vera Bergmann,vera.bergmann@example.net,EMEA,2021-04-02,47313.33,enterprise
CUST-000531,Kira Cordova,kira.cordova@example.com,APAC,2024-06-25,700.36,smb
CUST-000532,Tessa Gruber,tessa.gruber@example.com,EMEA,2023-10-21,2200.20,smb
CUST-000533,Ulrich Kowalski,ulrich.kowalski@example.com,EMEA,2022-12-20,3432.40,midmarket
CUST-000534,Ulrich Kowalski,ulrich.kowalski@example.org,AMER,2021-09-20,397.22,smb
CUST-000535,Tessa Schneider,tessa.schneider@example.org,AMER,2022-10-31,2781.72,smb
CUST-000536,Greta Rossi,greta.rossi@example.org,EMEA,2025-09-23,432.99,smb
CUST-000537,Hugo Bergmann,hugo.bergmann@example.com,AMER,2022-05-15,4758.93,midmarket
CUST-000538,Piet Rossi,piet.rossi@example.com,EMEA,2021-05-13,12124.88,midmarket
CUST-000539,Ines Olsen,ines.olsen@example.com,APAC,2025-06-05,8652.60,midmarket
CUST-000540,Tessa Falk,tessa.falk@example.org,AMER,2022-09-12,78842.40,enterprise
CUST-000541,Vera Kowalski,vera.kowalski@example.com,EMEA,2021-02-01,51549.37,enterprise
CUST-000542,Yara Ivanov,yara.ivanov@example.org,EMEA,2021-02-14,17930.52,midmarket
CUST-000543,Rosa Lindqvist,rosa.lindqvist@example.org,EMEA,2021-10-28,44770.28,enterprise
CUST-000544,Lars Falk,lars.falk@example.net,EMEA,2022-04-09,22757.48,enterprise
CUST-000545,Quinn Cordova,quinn.cordova@example.net,EMEA,2021-02-05,733.34,smb
CUST-000546,Ines Cordova,ines.cordova@example.org,APAC,2022-01-17,11124.07,enterprise
CUST-000547,Tessa Lindqvist,tessa.lindqvist@example.com,APAC,2021-12-14,53871.73,enterprise
CUST-000548,Wim Kowalski,wim.kowalski@example.org,AMER,2025-05-16,15731.96,midmarket
CUST-000549,Lars Vermeer,lars.vermeer@example.net,AMER,2024-09-26,35149.53,enterprise
CUST-000550,Dmitri Vermeer,dmitri.vermeer@example.org,EMEA,2025-04-10,15705.43,enterprise
CUST-000551,Olga Vermeer,olga.vermeer@example.com,EMEA,2024-10-12,6094.49,midmarket
CUST-000552,Rosa Kowalski,rosa.kowalski@example.org,EMEA,2021-02-04,22585.91,enterprise
CUST-000553,Sven Eriksen,sven.eriksen@example.com,EMEA,2023-05-14,8190.10,midmarket
CUST-000554,Maja Lindqvist,maja.lindqvist@example.net,EMEA,2023-12-31,48336.68,enterprise
CUST-000555,Kira Bergmann,kira.bergmann@example.com,AMER,2022-07-23,75202.22,enterprise
CUST-000556,Kira Lindqvist,kira.lindqvist@example.org,EMEA,2021-07-21,2896.27,smb
CUST-000557,Farid Cordova,farid.cordova@example.com,EMEA,2022-08-09,9919.48,midmarket
CUST-000558,Carla Moreau,carla.moreau@example.com,AMER,2023-12-10,10571.86,midmarket
CUST-000559,Elif Novak,elif.novak@example.org,EMEA,2025-06-24,21815.15,enterprise
CUST-000560,Zoran Cordova,zoran.cordova@example.net,EMEA,2021-11-04,7334.67,midmarket
CUST-000561,Quinn Schneider,quinn.schneider@example.net,EMEA,2024-05-04,12625.77,enterprise
CUST-000562,Jonas Gruber,jonas.gruber@example.com,AMER,2024-06-02,1480.03,smb
CUST-000563,Ines Rossi,ines.rossi@example.org,AMER,2022-09-22,22870.12,enterprise
CUST-000564,Zoran Gruber,zoran.gruber@example.net,EMEA,2021-09-24,564.80,smb
CUST-000565,Carla Lindqvist,carla.lindqvist@example.net,APAC,2024-09-28,64930.33,enterprise
CUST-000566,Rosa Ivanov,rosa.ivanov@example.com,APAC,2024-08-15,445.37,smb
CUST-000567,Jonas Dahl,jonas.dahl@example.org,AMER,2024-01-11,15912.22,enterprise
CUST-000568,Hugo Cordova,hugo.cordova@example.net,AMER,2022-06-02,4086.30,midmarket
CUST-000569,Zoran Bergmann,zoran.bergmann@example.com,AMER,2022-06-07,1763.39,smb
CUST-000570,Olga Dahl,olga.dahl@example.net,APAC,2022-04-24,4548.91,midmarket
CUST-000571,Olga Jansen,olga.jansen@example.com,APAC,2025-08-09,8199.10,midmarket
CUST-000572,Nils Novak,nils.novak@example.com,APAC,2024-10-04,67908.18,enterprise
CUST-000573,Nils Halvorsen,nils.halvorsen@example.org,EMEA,2023-10-06,53949.36,enterprise
CUST-000574,Maja Petrov,maja.petrov@example.net,APAC,2025-03-07,79548.63,enterprise
CUST-000575,Lars Jansen,lars.jansen@example.net,AMER,2022-12-05,9249.91,midmarket
CUST-000576,Dmitri Dahl,dmitri.dahl@example.net,APAC,2021-05-19,47681.59,enterprise
CUST-000577,Piet Rossi,piet.rossi@example.com,EMEA,2021-02-06,78173.04,enterprise
CUST-000578,Rosa Bergmann,rosa.bergmann@example.com,EMEA,2024-09-09,51816.10,enterprise
CUST-000579,Greta Toivonen,greta.toivonen@example.com,APAC,2022-11-06,11621.89,enterprise
CUST-000580,Alina Gruber,alina.gruber@example.org,AMER,2021-10-05,49246.60,enterprise
